,config,opt_name,reason,proved
563,cvc4_tplanes_saturate_no_e_matching,AndOrXor:1288,values,yes
564,cvc4_tplanes_saturate_no_e_matching,AndOrXor:135,poison,yes
565,cvc4_tplanes_saturate_no_e_matching,AndOrXor:135,undef,yes
566,cvc4_tplanes_saturate_no_e_matching,AndOrXor:135,values,yes
567,cvc4_tplanes_saturate_no_e_matching,AndOrXor:144,poison,yes
568,cvc4_tplanes_saturate_no_e_matching,AndOrXor:144,undef,yes
569,cvc4_tplanes_saturate_no_e_matching,AndOrXor:144,values,yes
570,cvc4_tplanes_saturate_no_e_matching,AndOrXor:151,poison,yes
571,cvc4_tplanes_saturate_no_e_matching,AndOrXor:151,undef,yes
572,cvc4_tplanes_saturate_no_e_matching,AndOrXor:151,values,yes
573,cvc4_tplanes_saturate_no_e_matching,AndOrXor:1683-1,poison,yes
574,cvc4_tplanes_saturate_no_e_matching,AndOrXor:1683-1,undef,yes
575,cvc4_tplanes_saturate_no_e_matching,AndOrXor:1683-1,values,yes
576,cvc4_tplanes_saturate_no_e_matching,AndOrXor:1683-2,poison,yes
577,cvc4_tplanes_saturate_no_e_matching,AndOrXor:1683-2,undef,yes
578,cvc4_tplanes_saturate_no_e_matching,AndOrXor:1683-2,values,yes
579,cvc4_tplanes_saturate_no_e_matching,AndOrXor:1704,poison,yes
580,cvc4_tplanes_saturate_no_e_matching,AndOrXor:1704,undef,yes
581,cvc4_tplanes_saturate_no_e_matching,AndOrXor:1704,values,yes
582,cvc4_tplanes_saturate_no_e_matching,AndOrXor:1705,poison,yes
583,cvc4_tplanes_saturate_no_e_matching,AndOrXor:1705,undef,yes
584,cvc4_tplanes_saturate_no_e_matching,AndOrXor:1705,values,yes
585,cvc4_tplanes_saturate_no_e_matching,AndOrXor:1733,poison,yes
586,cvc4_tplanes_saturate_no_e_matching,AndOrXor:1733,undef,yes
587,cvc4_tplanes_saturate_no_e_matching,AndOrXor:1733,values,yes
588,cvc4_tplanes_saturate_no_e_matching,AndOrXor:1740,poison,yes
589,cvc4_tplanes_saturate_no_e_matching,AndOrXor:1740,undef,yes
590,cvc4_tplanes_saturate_no_e_matching,AndOrXor:1740,values,yes
591,cvc4_tplanes_saturate_no_e_matching,AndOrXor:1795,poison,yes
592,cvc4_tplanes_saturate_no_e_matching,AndOrXor:1795,undef,yes
593,cvc4_tplanes_saturate_no_e_matching,AndOrXor:1795,values,yes
594,cvc4_tplanes_saturate_no_e_matching,AndOrXor:1818,poison,yes
595,cvc4_tplanes_saturate_no_e_matching,AndOrXor:1818,undef,yes
596,cvc4_tplanes_saturate_no_e_matching,AndOrXor:1818,values,yes
597,cvc4_tplanes_saturate_no_e_matching,AndOrXor:1819,poison,yes
598,cvc4_tplanes_saturate_no_e_matching,AndOrXor:1819,undef,yes
599,cvc4_tplanes_saturate_no_e_matching,AndOrXor:1819,values,yes
600,cvc4_tplanes_saturate_no_e_matching,AndOrXor:1820,poison,yes
601,cvc4_tplanes_saturate_no_e_matching,AndOrXor:1820,undef,yes
602,cvc4_tplanes_saturate_no_e_matching,AndOrXor:1820,values,yes
603,cvc4_tplanes_saturate_no_e_matching,AndOrXor:1827,poison,yes
604,cvc4_tplanes_saturate_no_e_matching,AndOrXor:1827,undef,yes
605,cvc4_tplanes_saturate_no_e_matching,AndOrXor:1827,values,yes
606,cvc4_tplanes_saturate_no_e_matching,AndOrXor:1828,poison,yes
607,cvc4_tplanes_saturate_no_e_matching,AndOrXor:1828,undef,yes
608,cvc4_tplanes_saturate_no_e_matching,AndOrXor:1828,values,yes
609,cvc4_tplanes_saturate_no_e_matching,AndOrXor:1829,poison,yes
610,cvc4_tplanes_saturate_no_e_matching,AndOrXor:1829,undef,yes
611,cvc4_tplanes_saturate_no_e_matching,AndOrXor:1829,values,yes
612,cvc4_tplanes_saturate_no_e_matching,AndOrXor:1831,poison,yes
613,cvc4_tplanes_saturate_no_e_matching,AndOrXor:1831,undef,yes
614,cvc4_tplanes_saturate_no_e_matching,AndOrXor:1831,values,yes
615,cvc4_tplanes_saturate_no_e_matching,AndOrXor:1832,poison,yes
616,cvc4_tplanes_saturate_no_e_matching,AndOrXor:1832,undef,yes
617,cvc4_tplanes_saturate_no_e_matching,AndOrXor:1832,values,yes
618,cvc4_tplanes_saturate_no_e_matching,AndOrXor:1833,poison,yes
619,cvc4_tplanes_saturate_no_e_matching,AndOrXor:1833,undef,yes
620,cvc4_tplanes_saturate_no_e_matching,AndOrXor:1833,values,yes
621,cvc4_tplanes_saturate_no_e_matching,AndOrXor:1844,poison,yes
622,cvc4_tplanes_saturate_no_e_matching,AndOrXor:1844,undef,yes
623,cvc4_tplanes_saturate_no_e_matching,AndOrXor:1844,values,yes
624,cvc4_tplanes_saturate_no_e_matching,AndOrXor:1849,poison,yes
625,cvc4_tplanes_saturate_no_e_matching,AndOrXor:1849,undef,yes
626,cvc4_tplanes_saturate_no_e_matching,AndOrXor:1849,values,yes
627,cvc4_tplanes_saturate_no_e_matching,AndOrXor:1850,poison,yes
628,cvc4_tplanes_saturate_no_e_matching,AndOrXor:1850,undef,yes
629,cvc4_tplanes_saturate_no_e_matching,AndOrXor:1850,values,yes
630,cvc4_tplanes_saturate_no_e_matching,AndOrXor:1864,poison,yes
631,cvc4_tplanes_saturate_no_e_matching,AndOrXor:1864,undef,yes
632,cvc4_tplanes_saturate_no_e_matching,AndOrXor:1864,values,yes
633,cvc4_tplanes_saturate_no_e_matching,AndOrXor:1869,poison,yes
634,cvc4_tplanes_saturate_no_e_matching,AndOrXor:1869,undef,yes
635,cvc4_tplanes_saturate_no_e_matching,AndOrXor:1869,values,yes
636,cvc4_tplanes_saturate_no_e_matching,AndOrXor:1870,poison,yes
637,cvc4_tplanes_saturate_no_e_matching,AndOrXor:1870,undef,yes
638,cvc4_tplanes_saturate_no_e_matching,AndOrXor:1870,values,yes
639,cvc4_tplanes_saturate_no_e_matching,AndOrXor:1879,poison,yes
640,cvc4_tplanes_saturate_no_e_matching,AndOrXor:1879,undef,yes
641,cvc4_tplanes_saturate_no_e_matching,AndOrXor:1879,values,yes
642,cvc4_tplanes_saturate_no_e_matching,AndOrXor:1880,poison,yes
643,cvc4_tplanes_saturate_no_e_matching,AndOrXor:1880,undef,yes
644,cvc4_tplanes_saturate_no_e_matching,AndOrXor:1880,values,yes
645,cvc4_tplanes_saturate_no_e_matching,AndOrXor:1884,poison,yes
646,cvc4_tplanes_saturate_no_e_matching,AndOrXor:1884,undef,yes
647,cvc4_tplanes_saturate_no_e_matching,AndOrXor:1884,values,yes
648,cvc4_tplanes_saturate_no_e_matching,AndOrXor:1885,poison,yes
649,cvc4_tplanes_saturate_no_e_matching,AndOrXor:1885,undef,yes
650,cvc4_tplanes_saturate_no_e_matching,AndOrXor:1885,values,yes
651,cvc4_tplanes_saturate_no_e_matching,AndOrXor:1894,poison,yes
652,cvc4_tplanes_saturate_no_e_matching,AndOrXor:1894,undef,yes
653,cvc4_tplanes_saturate_no_e_matching,AndOrXor:1894,values,yes
654,cvc4_tplanes_saturate_no_e_matching,AndOrXor:1895,poison,yes
655,cvc4_tplanes_saturate_no_e_matching,AndOrXor:1895,undef,yes
656,cvc4_tplanes_saturate_no_e_matching,AndOrXor:1895,values,yes
657,cvc4_tplanes_saturate_no_e_matching,AndOrXor:1899,poison,yes
658,cvc4_tplanes_saturate_no_e_matching,AndOrXor:1899,undef,yes
659,cvc4_tplanes_saturate_no_e_matching,AndOrXor:1899,values,yes
660,cvc4_tplanes_saturate_no_e_matching,AndOrXor:1900,poison,yes
661,cvc4_tplanes_saturate_no_e_matching,AndOrXor:1900,undef,yes
662,cvc4_tplanes_saturate_no_e_matching,AndOrXor:1900,values,yes
663,cvc4_tplanes_saturate_no_e_matching,AndOrXor:1979,poison,yes
664,cvc4_tplanes_saturate_no_e_matching,AndOrXor:1979,undef,yes
665,cvc4_tplanes_saturate_no_e_matching,AndOrXor:1979,values,yes
666,cvc4_tplanes_saturate_no_e_matching,AndOrXor:2008,poison,yes
667,cvc4_tplanes_saturate_no_e_matching,AndOrXor:2008,undef,yes
668,cvc4_tplanes_saturate_no_e_matching,AndOrXor:2008,values,yes
669,cvc4_tplanes_saturate_no_e_matching,AndOrXor:210,poison,yes
670,cvc4_tplanes_saturate_no_e_matching,AndOrXor:210,undef,yes
671,cvc4_tplanes_saturate_no_e_matching,AndOrXor:210,values,yes
672,cvc4_tplanes_saturate_no_e_matching,AndOrXor:2113,poison,yes
673,cvc4_tplanes_saturate_no_e_matching,AndOrXor:2113,undef,yes
674,cvc4_tplanes_saturate_no_e_matching,AndOrXor:2113,values,yes
675,cvc4_tplanes_saturate_no_e_matching,AndOrXor:2118,poison,yes
676,cvc4_tplanes_saturate_no_e_matching,AndOrXor:2118,undef,yes
677,cvc4_tplanes_saturate_no_e_matching,AndOrXor:2118,values,yes
678,cvc4_tplanes_saturate_no_e_matching,AndOrXor:2123,poison,yes
679,cvc4_tplanes_saturate_no_e_matching,AndOrXor:2123,undef,yes
680,cvc4_tplanes_saturate_no_e_matching,AndOrXor:2123,values,yes
681,cvc4_tplanes_saturate_no_e_matching,AndOrXor:2160,poison,yes
682,cvc4_tplanes_saturate_no_e_matching,AndOrXor:2160,undef,yes
683,cvc4_tplanes_saturate_no_e_matching,AndOrXor:2160,values,yes
684,cvc4_tplanes_saturate_no_e_matching,AndOrXor:2188,poison,yes
685,cvc4_tplanes_saturate_no_e_matching,AndOrXor:2188,undef,yes
686,cvc4_tplanes_saturate_no_e_matching,AndOrXor:2188,values,yes
687,cvc4_tplanes_saturate_no_e_matching,AndOrXor:2243,poison,yes
688,cvc4_tplanes_saturate_no_e_matching,AndOrXor:2243,undef,yes
689,cvc4_tplanes_saturate_no_e_matching,AndOrXor:2243,values,yes
690,cvc4_tplanes_saturate_no_e_matching,AndOrXor:2247,poison,yes
691,cvc4_tplanes_saturate_no_e_matching,AndOrXor:2247,undef,yes
692,cvc4_tplanes_saturate_no_e_matching,AndOrXor:2247,values,yes
693,cvc4_tplanes_saturate_no_e_matching,AndOrXor:2263,poison,yes
694,cvc4_tplanes_saturate_no_e_matching,AndOrXor:2263,undef,yes
695,cvc4_tplanes_saturate_no_e_matching,AndOrXor:2263,values,yes
696,cvc4_tplanes_saturate_no_e_matching,AndOrXor:2264,poison,yes
697,cvc4_tplanes_saturate_no_e_matching,AndOrXor:2264,undef,yes
698,cvc4_tplanes_saturate_no_e_matching,AndOrXor:2264,values,yes
699,cvc4_tplanes_saturate_no_e_matching,AndOrXor:2265,poison,yes
700,cvc4_tplanes_saturate_no_e_matching,AndOrXor:2265,undef,yes
701,cvc4_tplanes_saturate_no_e_matching,AndOrXor:2265,values,yes
702,cvc4_tplanes_saturate_no_e_matching,AndOrXor:2284,poison,yes
703,cvc4_tplanes_saturate_no_e_matching,AndOrXor:2284,undef,yes
704,cvc4_tplanes_saturate_no_e_matching,AndOrXor:2284,values,yes
705,cvc4_tplanes_saturate_no_e_matching,AndOrXor:2285,poison,yes
706,cvc4_tplanes_saturate_no_e_matching,AndOrXor:2285,undef,yes
707,cvc4_tplanes_saturate_no_e_matching,AndOrXor:2285,values,yes
708,cvc4_tplanes_saturate_no_e_matching,AndOrXor:2297,poison,yes
709,cvc4_tplanes_saturate_no_e_matching,AndOrXor:2297,undef,yes
710,cvc4_tplanes_saturate_no_e_matching,AndOrXor:2297,values,yes
711,cvc4_tplanes_saturate_no_e_matching,AndOrXor:230,poison,yes
712,cvc4_tplanes_saturate_no_e_matching,AndOrXor:230,undef,yes
713,cvc4_tplanes_saturate_no_e_matching,AndOrXor:230,values,yes
714,cvc4_tplanes_saturate_no_e_matching,AndOrXor:2367,poison,yes
715,cvc4_tplanes_saturate_no_e_matching,AndOrXor:2367,undef,yes
716,cvc4_tplanes_saturate_no_e_matching,AndOrXor:2367,values,yes
717,cvc4_tplanes_saturate_no_e_matching,AndOrXor:2416,poison,yes
718,cvc4_tplanes_saturate_no_e_matching,AndOrXor:2416,undef,yes
719,cvc4_tplanes_saturate_no_e_matching,AndOrXor:2416,values,yes
720,cvc4_tplanes_saturate_no_e_matching,AndOrXor:2417,poison,yes
721,cvc4_tplanes_saturate_no_e_matching,AndOrXor:2417,undef,yes
722,cvc4_tplanes_saturate_no_e_matching,AndOrXor:2417,values,yes
723,cvc4_tplanes_saturate_no_e_matching,AndOrXor:2429,poison,yes
724,cvc4_tplanes_saturate_no_e_matching,AndOrXor:2429,undef,yes
725,cvc4_tplanes_saturate_no_e_matching,AndOrXor:2429,values,yes
726,cvc4_tplanes_saturate_no_e_matching,AndOrXor:2430,poison,yes
727,cvc4_tplanes_saturate_no_e_matching,AndOrXor:2430,undef,yes
728,cvc4_tplanes_saturate_no_e_matching,AndOrXor:2430,values,yes
729,cvc4_tplanes_saturate_no_e_matching,AndOrXor:2443,poison,yes
730,cvc4_tplanes_saturate_no_e_matching,AndOrXor:2443,undef,yes
731,cvc4_tplanes_saturate_no_e_matching,AndOrXor:2443,values,yes
732,cvc4_tplanes_saturate_no_e_matching,AndOrXor:2453,poison,yes
733,cvc4_tplanes_saturate_no_e_matching,AndOrXor:2453,undef,yes
734,cvc4_tplanes_saturate_no_e_matching,AndOrXor:2453,values,yes
735,cvc4_tplanes_saturate_no_e_matching,AndOrXor:2475,poison,yes
736,cvc4_tplanes_saturate_no_e_matching,AndOrXor:2475,undef,yes
737,cvc4_tplanes_saturate_no_e_matching,AndOrXor:2475,values,yes
738,cvc4_tplanes_saturate_no_e_matching,AndOrXor:2486,poison,yes
739,cvc4_tplanes_saturate_no_e_matching,AndOrXor:2486,undef,yes
740,cvc4_tplanes_saturate_no_e_matching,AndOrXor:2486,values,yes
741,cvc4_tplanes_saturate_no_e_matching,AndOrXor:2595,poison,yes
742,cvc4_tplanes_saturate_no_e_matching,AndOrXor:2595,undef,yes
743,cvc4_tplanes_saturate_no_e_matching,AndOrXor:2595,values,yes
744,cvc4_tplanes_saturate_no_e_matching,AndOrXor:2607,poison,yes
745,cvc4_tplanes_saturate_no_e_matching,AndOrXor:2607,undef,yes
746,cvc4_tplanes_saturate_no_e_matching,AndOrXor:2607,values,yes
747,cvc4_tplanes_saturate_no_e_matching,AndOrXor:2617,poison,yes
748,cvc4_tplanes_saturate_no_e_matching,AndOrXor:2617,undef,yes
749,cvc4_tplanes_saturate_no_e_matching,AndOrXor:2617,values,yes
750,cvc4_tplanes_saturate_no_e_matching,AndOrXor:2627,poison,yes
751,cvc4_tplanes_saturate_no_e_matching,AndOrXor:2627,undef,yes
752,cvc4_tplanes_saturate_no_e_matching,AndOrXor:2627,values,yes
753,cvc4_tplanes_saturate_no_e_matching,AndOrXor:2647,poison,yes
754,cvc4_tplanes_saturate_no_e_matching,AndOrXor:2647,undef,yes
755,cvc4_tplanes_saturate_no_e_matching,AndOrXor:2647,values,yes
756,cvc4_tplanes_saturate_no_e_matching,AndOrXor:2658,poison,yes
757,cvc4_tplanes_saturate_no_e_matching,AndOrXor:2658,undef,yes
758,cvc4_tplanes_saturate_no_e_matching,AndOrXor:2658,values,yes
759,cvc4_tplanes_saturate_no_e_matching,AndOrXor:2663,poison,yes
760,cvc4_tplanes_saturate_no_e_matching,AndOrXor:2663,undef,yes
761,cvc4_tplanes_saturate_no_e_matching,AndOrXor:2663,values,yes
762,cvc4_tplanes_saturate_no_e_matching,AndOrXor:270,poison,yes
763,cvc4_tplanes_saturate_no_e_matching,AndOrXor:270,undef,yes
764,cvc4_tplanes_saturate_no_e_matching,AndOrXor:270,values,yes
765,cvc4_tplanes_saturate_no_e_matching,AndOrXor:273,poison,yes
766,cvc4_tplanes_saturate_no_e_matching,AndOrXor:273,undef,yes
767,cvc4_tplanes_saturate_no_e_matching,AndOrXor:273,values,yes
768,cvc4_tplanes_saturate_no_e_matching,AndOrXor:280,poison,yes
769,cvc4_tplanes_saturate_no_e_matching,AndOrXor:280,undef,yes
770,cvc4_tplanes_saturate_no_e_matching,AndOrXor:280,values,yes
771,cvc4_tplanes_saturate_no_e_matching,AndOrXor:287,poison,yes
772,cvc4_tplanes_saturate_no_e_matching,AndOrXor:287,undef,yes
773,cvc4_tplanes_saturate_no_e_matching,AndOrXor:287,values,yes
774,cvc4_tplanes_saturate_no_e_matching,AndOrXor:290,poison,yes
775,cvc4_tplanes_saturate_no_e_matching,AndOrXor:290,undef,yes
776,cvc4_tplanes_saturate_no_e_matching,AndOrXor:290,values,yes
777,cvc4_tplanes_saturate_no_e_matching,AndOrXor:298,poison,yes
778,cvc4_tplanes_saturate_no_e_matching,AndOrXor:298,undef,yes
779,cvc4_tplanes_saturate_no_e_matching,AndOrXor:298,values,yes
780,cvc4_tplanes_saturate_no_e_matching,AndOrXor:363,poison,yes
781,cvc4_tplanes_saturate_no_e_matching,AndOrXor:363,undef,yes
782,cvc4_tplanes_saturate_no_e_matching,AndOrXor:363,values,yes
783,cvc4_tplanes_saturate_no_e_matching,AndOrXor:364,poison,yes
784,cvc4_tplanes_saturate_no_e_matching,AndOrXor:364,undef,yes
785,cvc4_tplanes_saturate_no_e_matching,AndOrXor:364,values,yes
786,cvc4_tplanes_saturate_no_e_matching,AndOrXor:516,poison,yes
787,cvc4_tplanes_saturate_no_e_matching,AndOrXor:516,undef,yes
788,cvc4_tplanes_saturate_no_e_matching,AndOrXor:516,values,yes
789,cvc4_tplanes_saturate_no_e_matching,AndOrXor:523,poison,yes
790,cvc4_tplanes_saturate_no_e_matching,AndOrXor:523,undef,yes
791,cvc4_tplanes_saturate_no_e_matching,AndOrXor:523,values,yes
792,cvc4_tplanes_saturate_no_e_matching,AndOrXor:530,poison,yes
793,cvc4_tplanes_saturate_no_e_matching,AndOrXor:530,undef,yes
794,cvc4_tplanes_saturate_no_e_matching,AndOrXor:530,values,yes
795,cvc4_tplanes_saturate_no_e_matching,AndOrXor:537,poison,yes
796,cvc4_tplanes_saturate_no_e_matching,AndOrXor:537,undef,yes
797,cvc4_tplanes_saturate_no_e_matching,AndOrXor:537,values,yes
798,cvc4_tplanes_saturate_no_e_matching,AndOrXor:698,poison,yes
799,cvc4_tplanes_saturate_no_e_matching,AndOrXor:698,undef,yes
800,cvc4_tplanes_saturate_no_e_matching,AndOrXor:698,values,yes
801,cvc4_tplanes_saturate_no_e_matching,AndOrXor:709,poison,yes
802,cvc4_tplanes_saturate_no_e_matching,AndOrXor:709,undef,yes
803,cvc4_tplanes_saturate_no_e_matching,AndOrXor:709,values,yes
804,cvc4_tplanes_saturate_no_e_matching,AndOrXor:716,poison,yes
805,cvc4_tplanes_saturate_no_e_matching,AndOrXor:716,undef,yes
806,cvc4_tplanes_saturate_no_e_matching,AndOrXor:716,values,yes
807,cvc4_tplanes_saturate_no_e_matching,AndOrXor:732-1,poison,yes
808,cvc4_tplanes_saturate_no_e_matching,AndOrXor:732-1,undef,yes
809,cvc4_tplanes_saturate_no_e_matching,AndOrXor:732-1,values,yes
810,cvc4_tplanes_saturate_no_e_matching,AndOrXor:732-2,poison,yes
811,cvc4_tplanes_saturate_no_e_matching,AndOrXor:732-2,undef,yes
812,cvc4_tplanes_saturate_no_e_matching,AndOrXor:732-2,values,yes
813,cvc4_tplanes_saturate_no_e_matching,AndOrXor:745,poison,yes
814,cvc4_tplanes_saturate_no_e_matching,AndOrXor:745,undef,yes
815,cvc4_tplanes_saturate_no_e_matching,AndOrXor:745,values,yes
816,cvc4_tplanes_saturate_no_e_matching,AndOrXor:757,poison,yes
817,cvc4_tplanes_saturate_no_e_matching,AndOrXor:757,undef,yes
818,cvc4_tplanes_saturate_no_e_matching,AndOrXor:757,values,yes
819,cvc4_tplanes_saturate_no_e_matching,AndOrXor:794,poison,yes
820,cvc4_tplanes_saturate_no_e_matching,AndOrXor:794,undef,yes
821,cvc4_tplanes_saturate_no_e_matching,AndOrXor:794,values,yes
822,cvc4_tplanes_saturate_no_e_matching,AndOrXor:819,poison,yes
823,cvc4_tplanes_saturate_no_e_matching,AndOrXor:819,undef,yes
824,cvc4_tplanes_saturate_no_e_matching,AndOrXor:819,values,yes
825,cvc4_tplanes_saturate_no_e_matching,AndOrXor:827,poison,yes
826,cvc4_tplanes_saturate_no_e_matching,AndOrXor:827,undef,yes
827,cvc4_tplanes_saturate_no_e_matching,AndOrXor:827,values,yes
828,cvc4_tplanes_saturate_no_e_matching,AndOrXor:887-1,poison,yes
829,cvc4_tplanes_saturate_no_e_matching,AndOrXor:887-1,undef,yes
830,cvc4_tplanes_saturate_no_e_matching,AndOrXor:887-1,values,yes
831,cvc4_tplanes_saturate_no_e_matching,AndOrXor:887-2,poison,yes
832,cvc4_tplanes_saturate_no_e_matching,AndOrXor:887-2,undef,yes
833,cvc4_tplanes_saturate_no_e_matching,AndOrXor:887-2,values,yes
834,cvc4_tplanes_saturate_no_e_matching,AndOrXor:922,poison,yes
835,cvc4_tplanes_saturate_no_e_matching,AndOrXor:922,undef,yes
836,cvc4_tplanes_saturate_no_e_matching,AndOrXor:922,values,yes
837,cvc4_tplanes_saturate_no_e_matching,AndOrXor:923,poison,yes
838,cvc4_tplanes_saturate_no_e_matching,AndOrXor:923,undef,yes
839,cvc4_tplanes_saturate_no_e_matching,AndOrXor:923,values,yes
840,cvc4_tplanes_saturate_no_e_matching,AndOrXor:924,poison,yes
841,cvc4_tplanes_saturate_no_e_matching,AndOrXor:924,undef,yes
842,cvc4_tplanes_saturate_no_e_matching,AndOrXor:924,values,yes
843,cvc4_tplanes_saturate_no_e_matching,AndOrXor:931,poison,yes
844,cvc4_tplanes_saturate_no_e_matching,AndOrXor:931,undef,yes
845,cvc4_tplanes_saturate_no_e_matching,AndOrXor:931,values,yes
846,cvc4_tplanes_saturate_no_e_matching,AndOrXor:937,poison,yes
847,cvc4_tplanes_saturate_no_e_matching,AndOrXor:937,undef,yes
848,cvc4_tplanes_saturate_no_e_matching,AndOrXor:937,values,yes
849,cvc4_tplanes_saturate_no_e_matching,AndOrXor:940,poison,yes
850,cvc4_tplanes_saturate_no_e_matching,AndOrXor:940,undef,yes
851,cvc4_tplanes_saturate_no_e_matching,AndOrXor:940,values,yes
852,cvc4_tplanes_saturate_no_e_matching,AndOrXor:941,poison,yes
853,cvc4_tplanes_saturate_no_e_matching,AndOrXor:941,undef,yes
854,cvc4_tplanes_saturate_no_e_matching,AndOrXor:941,values,yes
855,cvc4_tplanes_saturate_no_e_matching,AndOrXor:942,poison,yes
856,cvc4_tplanes_saturate_no_e_matching,AndOrXor:942,undef,yes
857,cvc4_tplanes_saturate_no_e_matching,AndOrXor:942,values,yes
858,cvc4_tplanes_saturate_no_e_matching,AndOrXor:949,poison,yes
859,cvc4_tplanes_saturate_no_e_matching,AndOrXor:949,undef,yes
860,cvc4_tplanes_saturate_no_e_matching,AndOrXor:949,values,yes
861,cvc4_tplanes_saturate_no_e_matching,AndOrXor:961,poison,yes
862,cvc4_tplanes_saturate_no_e_matching,AndOrXor:961,undef,yes
863,cvc4_tplanes_saturate_no_e_matching,AndOrXor:961,values,yes
864,cvc4_tplanes_saturate_no_e_matching,AndOrXor:962,poison,yes
865,cvc4_tplanes_saturate_no_e_matching,AndOrXor:962,undef,yes
866,cvc4_tplanes_saturate_no_e_matching,AndOrXor:962,values,yes
867,cvc4_tplanes_saturate_no_e_matching,AndOrXor:966,poison,yes
868,cvc4_tplanes_saturate_no_e_matching,AndOrXor:966,undef,yes
869,cvc4_tplanes_saturate_no_e_matching,AndOrXor:966,values,yes
870,cvc4_tplanes_saturate_no_e_matching,AndOrXor:967,poison,yes
871,cvc4_tplanes_saturate_no_e_matching,AndOrXor:967,undef,yes
872,cvc4_tplanes_saturate_no_e_matching,AndOrXor:967,values,yes
873,cvc4_tplanes_saturate_no_e_matching,AndOrXor:978,poison,yes
874,cvc4_tplanes_saturate_no_e_matching,AndOrXor:978,undef,yes
875,cvc4_tplanes_saturate_no_e_matching,AndOrXor:978,values,yes
876,cvc4_tplanes_saturate_no_e_matching,AndOrXor:979,poison,yes
877,cvc4_tplanes_saturate_no_e_matching,AndOrXor:979,undef,yes
878,cvc4_tplanes_saturate_no_e_matching,AndOrXor:979,values,yes
879,cvc4_tplanes_saturate_no_e_matching,AndOrXor:988,poison,yes
880,cvc4_tplanes_saturate_no_e_matching,AndOrXor:988,undef,yes
881,cvc4_tplanes_saturate_no_e_matching,AndOrXor:988,values,yes
882,cvc4_tplanes_saturate_no_e_matching,AndOrXor:989,poison,yes
883,cvc4_tplanes_saturate_no_e_matching,AndOrXor:989,undef,yes
884,cvc4_tplanes_saturate_no_e_matching,AndOrXor:989,values,yes
885,cvc4_tplanes_saturate_no_e_matching,AndOrXor:994,poison,yes
886,cvc4_tplanes_saturate_no_e_matching,AndOrXor:994,undef,yes
887,cvc4_tplanes_saturate_no_e_matching,AndOrXor:994,values,yes
888,cvc4_tplanes_saturate_no_e_matching,InstCombineShift239,poison,yes
889,cvc4_tplanes_saturate_no_e_matching,InstCombineShift239,undef,yes
890,cvc4_tplanes_saturate_no_e_matching,InstCombineShift239,values,yes
891,cvc4_tplanes_saturate_no_e_matching,InstCombineShift279,poison,yes
892,cvc4_tplanes_saturate_no_e_matching,InstCombineShift279,undef,yes
893,cvc4_tplanes_saturate_no_e_matching,InstCombineShift279,values,yes
894,cvc4_tplanes_saturate_no_e_matching,InstCombineShift440,poison,yes
895,cvc4_tplanes_saturate_no_e_matching,InstCombineShift440,undef,yes
896,cvc4_tplanes_saturate_no_e_matching,InstCombineShift440,values,yes
897,cvc4_tplanes_saturate_no_e_matching,InstCombineShift476,poison,yes
898,cvc4_tplanes_saturate_no_e_matching,InstCombineShift476,undef,yes
899,cvc4_tplanes_saturate_no_e_matching,InstCombineShift476,values,yes
900,cvc4_tplanes_saturate_no_e_matching,InstCombineShift497a,poison,yes
901,cvc4_tplanes_saturate_no_e_matching,InstCombineShift497a,undef,yes
902,cvc4_tplanes_saturate_no_e_matching,InstCombineShift497a,values,yes
903,cvc4_tplanes_saturate_no_e_matching,InstCombineShift497b,poison,yes
904,cvc4_tplanes_saturate_no_e_matching,InstCombineShift497b,undef,yes
905,cvc4_tplanes_saturate_no_e_matching,InstCombineShift497b,values,yes
906,cvc4_tplanes_saturate_no_e_matching,InstCombineShift497c,poison,yes
907,cvc4_tplanes_saturate_no_e_matching,InstCombineShift497c,undef,yes
908,cvc4_tplanes_saturate_no_e_matching,InstCombineShift497c,values,yes
909,cvc4_tplanes_saturate_no_e_matching,InstCombineShift497d,poison,yes
910,cvc4_tplanes_saturate_no_e_matching,InstCombineShift497d,undef,yes
911,cvc4_tplanes_saturate_no_e_matching,InstCombineShift497d,values,yes
912,cvc4_tplanes_saturate_no_e_matching,InstCombineShift582,poison,yes
913,cvc4_tplanes_saturate_no_e_matching,InstCombineShift582,undef,yes
914,cvc4_tplanes_saturate_no_e_matching,InstCombineShift582,values,yes
915,cvc4_tplanes_saturate_no_e_matching,Select:1100,poison,yes
916,cvc4_tplanes_saturate_no_e_matching,Select:1100,undef,yes
917,cvc4_tplanes_saturate_no_e_matching,Select:1100,values,yes
918,cvc4_tplanes_saturate_no_e_matching,Select:1105,poison,yes
919,cvc4_tplanes_saturate_no_e_matching,Select:1105,undef,yes
920,cvc4_tplanes_saturate_no_e_matching,Select:1105,values,yes
921,cvc4_tplanes_saturate_no_e_matching,Select:420,poison,yes
922,cvc4_tplanes_saturate_no_e_matching,Select:420,undef,yes
923,cvc4_tplanes_saturate_no_e_matching,Select:420,values,yes
924,cvc4_tplanes_saturate_no_e_matching,Select:423,poison,yes
925,cvc4_tplanes_saturate_no_e_matching,Select:423,undef,yes
926,cvc4_tplanes_saturate_no_e_matching,Select:423,values,yes
927,cvc4_tplanes_saturate_no_e_matching,Select:427,poison,yes
928,cvc4_tplanes_saturate_no_e_matching,Select:427,undef,yes
