index,path,err_log,config,filename,encoding,filename_clean,filename_cleaner,opt_name,family,reason,status,result,seconds,proved
66,cvc4_tplanes_saturate_no_e_matching/full-full_AndOrXor:923_poison_0.smt2,"ok,unsat,0",cvc4_tplanes_saturate_no_e_matching,full-full_AndOrXor:923_poison_0.smt2,full,full_AndOrXor:923_poison_0.smt2,AndOrXor:923_poison_0.smt2,AndOrXor:923,AndOrXor,poison,ok,unsat,0,yes
67,cvc4_tplanes_saturate_no_e_matching/qf-qf_AndOrXor:1870_values_0.smt2,"ok,unsat,0",cvc4_tplanes_saturate_no_e_matching,qf-qf_AndOrXor:1870_values_0.smt2,qf,qf_AndOrXor:1870_values_0.smt2,AndOrXor:1870_values_0.smt2,AndOrXor:1870,AndOrXor,values,ok,unsat,0,yes
68,cvc4_tplanes_saturate_no_e_matching/combined-combined_AndOrXor:962_values_0.smt2,"ok,unsat,0",cvc4_tplanes_saturate_no_e_matching,combined-combined_AndOrXor:962_values_0.smt2,combined,combined_AndOrXor:962_values_0.smt2,AndOrXor:962_values_0.smt2,AndOrXor:962,AndOrXor,values,ok,unsat,0,yes
69,cvc4_tplanes_saturate_no_e_matching/combined-combined_AndOrXor:2118_undef_62.smt2,"ok,unsat,0",cvc4_tplanes_saturate_no_e_matching,combined-combined_AndOrXor:2118_undef_62.smt2,combined,combined_AndOrXor:2118_undef_62.smt2,AndOrXor:2118_undef_62.smt2,AndOrXor:2118,AndOrXor,undef,ok,unsat,0,yes
70,cvc4_tplanes_saturate_no_e_matching/combined-combined_AndOrXor:1288_poison_21.smt2,"ok,unsat,0",cvc4_tplanes_saturate_no_e_matching,combined-combined_AndOrXor:1288_poison_21.smt2,combined,combined_AndOrXor:1288_poison_21.smt2,AndOrXor:1288_poison_21.smt2,AndOrXor:1288,AndOrXor,poison,ok,unsat,0,yes
71,cvc4_tplanes_saturate_no_e_matching/qf-qf_AndOrXor:994_poison_0.smt2,"ok,unsat,0",cvc4_tplanes_saturate_no_e_matching,qf-qf_AndOrXor:994_poison_0.smt2,qf,qf_AndOrXor:994_poison_0.smt2,AndOrXor:994_poison_0.smt2,AndOrXor:994,AndOrXor,poison,ok,unsat,0,yes
72,cvc4_tplanes_saturate_no_e_matching/full-full_AndOrXor:2647_values_0.smt2,"out of time,no result,1800",cvc4_tplanes_saturate_no_e_matching,full-full_AndOrXor:2647_values_0.smt2,full,full_AndOrXor:2647_values_0.smt2,AndOrXor:2647_values_0.smt2,AndOrXor:2647,AndOrXor,values,out of time,no result,1800,no
73,cvc4_tplanes_saturate_no_e_matching/combined-combined_AndOrXor:1832_values_0.smt2,"ok,unsat,0",cvc4_tplanes_saturate_no_e_matching,combined-combined_AndOrXor:1832_values_0.smt2,combined,combined_AndOrXor:1832_values_0.smt2,AndOrXor:1832_values_0.smt2,AndOrXor:1832,AndOrXor,values,ok,unsat,0,yes
74,cvc4_tplanes_saturate_no_e_matching/combined-combined_AndOrXor:989_undef_0.smt2,"ok,unsat,0",cvc4_tplanes_saturate_no_e_matching,combined-combined_AndOrXor:989_undef_0.smt2,combined,combined_AndOrXor:989_undef_0.smt2,AndOrXor:989_undef_0.smt2,AndOrXor:989,AndOrXor,undef,ok,unsat,0,yes
75,cvc4_tplanes_saturate_no_e_matching/partial-partial_AndOrXor:1828_poison_0.smt2,"ok,unsat,0",cvc4_tplanes_saturate_no_e_matching,partial-partial_AndOrXor:1828_poison_0.smt2,partial,partial_AndOrXor:1828_poison_0.smt2,AndOrXor:1828_poison_0.smt2,AndOrXor:1828,AndOrXor,poison,ok,unsat,0,yes
