,encoding,opt_name,reason,proved
736,partial,AndOrXor:2475,undef,yes
737,partial,AndOrXor:2475,values,no
738,partial,AndOrXor:2486,poison,yes
739,partial,AndOrXor:2486,undef,yes
740,partial,AndOrXor:2486,values,no
741,partial,AndOrXor:2595,poison,yes
742,partial,AndOrXor:2595,undef,yes
743,partial,AndOrXor:2595,values,no
744,partial,AndOrXor:2607,poison,yes
745,partial,AndOrXor:2607,undef,yes
746,partial,AndOrXor:2607,values,no
747,partial,AndOrXor:2617,poison,yes
748,partial,AndOrXor:2617,undef,yes
749,partial,AndOrXor:2617,values,no
750,partial,AndOrXor:2627,poison,yes
751,partial,AndOrXor:2627,undef,yes
752,partial,AndOrXor:2627,values,no
753,partial,AndOrXor:2647,poison,yes
754,partial,AndOrXor:2647,undef,yes
755,partial,AndOrXor:2647,values,no
756,partial,AndOrXor:2658,poison,yes
757,partial,AndOrXor:2658,undef,yes
758,partial,AndOrXor:2658,values,no
759,partial,AndOrXor:2663,poison,yes
760,partial,AndOrXor:2663,undef,yes
761,partial,AndOrXor:2663,values,yes
762,partial,AndOrXor:270,poison,yes
763,partial,AndOrXor:270,undef,yes
764,partial,AndOrXor:270,values,yes
765,partial,AndOrXor:273,poison,yes
766,partial,AndOrXor:273,undef,yes
767,partial,AndOrXor:273,values,no
768,partial,AndOrXor:280,poison,yes
769,partial,AndOrXor:280,undef,yes
770,partial,AndOrXor:280,values,yes
771,partial,AndOrXor:287,poison,yes
772,partial,AndOrXor:287,undef,yes
773,partial,AndOrXor:287,values,yes
774,partial,AndOrXor:290,poison,yes
775,partial,AndOrXor:290,undef,yes
776,partial,AndOrXor:290,values,no
777,partial,AndOrXor:298,poison,yes
778,partial,AndOrXor:298,undef,yes
779,partial,AndOrXor:298,values,yes
780,partial,AndOrXor:363,poison,yes
781,partial,AndOrXor:363,undef,yes
782,partial,AndOrXor:363,values,no
783,partial,AndOrXor:364,poison,yes
784,partial,AndOrXor:364,undef,yes
785,partial,AndOrXor:364,values,no
786,partial,AndOrXor:516,poison,yes
787,partial,AndOrXor:516,undef,yes
788,partial,AndOrXor:516,values,no
789,partial,AndOrXor:523,poison,yes
790,partial,AndOrXor:523,undef,yes
791,partial,AndOrXor:523,values,no
792,partial,AndOrXor:530,poison,yes
793,partial,AndOrXor:530,undef,yes
794,partial,AndOrXor:530,values,no
795,partial,AndOrXor:537,poison,yes
796,partial,AndOrXor:537,undef,yes
797,partial,AndOrXor:537,values,no
798,partial,AndOrXor:698,poison,yes
799,partial,AndOrXor:698,undef,yes
800,partial,AndOrXor:698,values,no
801,partial,AndOrXor:709,poison,yes
802,partial,AndOrXor:709,undef,yes
803,partial,AndOrXor:709,values,no
804,partial,AndOrXor:716,poison,yes
805,partial,AndOrXor:716,undef,yes
806,partial,AndOrXor:716,values,no
807,partial,AndOrXor:732-1,poison,yes
808,partial,AndOrXor:732-1,undef,yes
809,partial,AndOrXor:732-1,values,no
810,partial,AndOrXor:732-2,poison,yes
811,partial,AndOrXor:732-2,undef,yes
812,partial,AndOrXor:732-2,values,no
813,partial,AndOrXor:745,poison,yes
814,partial,AndOrXor:745,undef,yes
815,partial,AndOrXor:745,values,no
816,partial,AndOrXor:757,poison,yes
817,partial,AndOrXor:757,undef,yes
818,partial,AndOrXor:757,values,no
819,partial,AndOrXor:794,poison,yes
820,partial,AndOrXor:794,undef,yes
821,partial,AndOrXor:794,values,yes
822,partial,AndOrXor:819,poison,yes
823,partial,AndOrXor:819,undef,yes
824,partial,AndOrXor:819,values,no
825,partial,AndOrXor:827,poison,yes
826,partial,AndOrXor:827,undef,yes
827,partial,AndOrXor:827,values,yes
828,partial,AndOrXor:887-1,poison,yes
829,partial,AndOrXor:887-1,undef,yes
830,partial,AndOrXor:887-1,values,yes
831,partial,AndOrXor:887-2,poison,yes
832,partial,AndOrXor:887-2,undef,yes
833,partial,AndOrXor:887-2,values,yes
834,partial,AndOrXor:922,poison,yes
835,partial,AndOrXor:922,undef,yes
836,partial,AndOrXor:922,values,yes
837,partial,AndOrXor:923,poison,yes
838,partial,AndOrXor:923,undef,yes
839,partial,AndOrXor:923,values,yes
840,partial,AndOrXor:924,poison,yes
841,partial,AndOrXor:924,undef,yes
842,partial,AndOrXor:924,values,yes
843,partial,AndOrXor:931,poison,yes
844,partial,AndOrXor:931,undef,yes
845,partial,AndOrXor:931,values,yes
846,partial,AndOrXor:937,poison,yes
847,partial,AndOrXor:937,undef,yes
848,partial,AndOrXor:937,values,yes
849,partial,AndOrXor:940,poison,yes
850,partial,AndOrXor:940,undef,yes
851,partial,AndOrXor:940,values,yes
852,partial,AndOrXor:941,poison,yes
853,partial,AndOrXor:941,undef,yes
854,partial,AndOrXor:941,values,yes
855,partial,AndOrXor:942,poison,yes
856,partial,AndOrXor:942,undef,yes
857,partial,AndOrXor:942,values,yes
858,partial,AndOrXor:949,poison,yes
859,partial,AndOrXor:949,undef,yes
860,partial,AndOrXor:949,values,yes
861,partial,AndOrXor:961,poison,yes
862,partial,AndOrXor:961,undef,yes
863,partial,AndOrXor:961,values,yes
864,partial,AndOrXor:962,poison,yes
865,partial,AndOrXor:962,undef,yes
866,partial,AndOrXor:962,values,yes
867,partial,AndOrXor:966,poison,yes
868,partial,AndOrXor:966,undef,yes
869,partial,AndOrXor:966,values,yes
870,partial,AndOrXor:967,poison,yes
871,partial,AndOrXor:967,undef,yes
872,partial,AndOrXor:967,values,yes
873,partial,AndOrXor:978,poison,yes
874,partial,AndOrXor:978,undef,yes
875,partial,AndOrXor:978,values,yes
876,partial,AndOrXor:979,poison,yes
877,partial,AndOrXor:979,undef,yes
878,partial,AndOrXor:979,values,yes
879,partial,AndOrXor:988,poison,yes
880,partial,AndOrXor:988,undef,yes
881,partial,AndOrXor:988,values,yes
882,partial,AndOrXor:989,poison,yes
883,partial,AndOrXor:989,undef,yes
884,partial,AndOrXor:989,values,yes
885,partial,AndOrXor:994,poison,yes
886,partial,AndOrXor:994,undef,yes
887,partial,AndOrXor:994,values,yes
888,partial,InstCombineShift239,poison,yes
889,partial,InstCombineShift239,undef,yes
890,partial,InstCombineShift239,values,no
891,partial,InstCombineShift279,poison,yes
892,partial,InstCombineShift279,undef,yes
893,partial,InstCombineShift279,values,no
894,partial,InstCombineShift440,poison,yes
895,partial,InstCombineShift440,undef,yes
896,partial,InstCombineShift440,values,no
897,partial,InstCombineShift476,poison,yes
898,partial,InstCombineShift476,undef,yes
899,partial,InstCombineShift476,values,no
900,partial,InstCombineShift497a,poison,yes
901,partial,InstCombineShift497a,undef,yes
902,partial,InstCombineShift497a,values,no
903,partial,InstCombineShift497b,poison,yes
904,partial,InstCombineShift497b,undef,yes
905,partial,InstCombineShift497b,values,no
906,partial,InstCombineShift497c,poison,yes
907,partial,InstCombineShift497c,undef,yes
908,partial,InstCombineShift497c,values,no
909,partial,InstCombineShift497d,poison,yes
910,partial,InstCombineShift497d,undef,yes
911,partial,InstCombineShift497d,values,no
912,partial,InstCombineShift582,poison,yes
913,partial,InstCombineShift582,undef,yes
914,partial,InstCombineShift582,values,no
915,partial,Select:1100,poison,yes
916,partial,Select:1100,undef,yes
917,partial,Select:1100,values,yes
918,partial,Select:1105,poison,yes
919,partial,Select:1105,undef,yes
920,partial,Select:1105,values,yes
921,partial,Select:420,poison,yes
922,partial,Select:420,undef,yes
923,partial,Select:420,values,no
924,partial,Select:423,poison,yes
925,partial,Select:423,undef,yes
926,partial,Select:423,values,no
927,partial,Select:427,poison,yes
928,partial,Select:427,undef,yes
929,partial,Select:427,values,no
930,partial,Select:430,poison,yes
931,partial,Select:430,undef,yes
932,partial,Select:430,values,no
933,partial,Select:433,poison,yes
934,partial,Select:433,undef,yes
935,partial,Select:433,values,no
936,partial,Select:510,poison,yes
937,partial,Select:510,undef,yes
938,partial,Select:510,values,no
939,partial,Select:575a,poison,yes
940,partial,Select:575a,undef,yes
941,partial,Select:575a,values,no
942,partial,Select:575b,poison,yes
943,partial,Select:575b,undef,yes
944,partial,Select:575b,values,no
945,partial,Select:576a,poison,yes
946,partial,Select:576a,undef,yes
947,partial,Select:576a,values,no
948,partial,Select:576b,poison,yes
949,partial,Select:576b,undef,yes
950,partial,Select:576b,values,no
951,partial,Select:637,poison,yes
952,partial,Select:637,undef,yes
953,partial,Select:637,values,yes
954,partial,Select:641,poison,yes
955,partial,Select:641,undef,yes
956,partial,Select:641,values,yes
957,partial,Select:699,poison,yes
958,partial,Select:699,undef,yes
959,partial,Select:699,values,yes
960,partial,Select:700,poison,yes
961,partial,Select:700,undef,yes
962,partial,Select:700,values,yes
963,partial,Select:704,poison,yes
964,partial,Select:704,undef,yes
965,partial,Select:704,values,yes
966,partial,Select:705,poison,yes
967,partial,Select:705,undef,yes
968,partial,Select:705,values,yes
969,partial,Select:719,poison,yes
970,partial,Select:719,undef,yes
971,partial,Select:719,values,yes
972,partial,Select:720,poison,yes
973,partial,Select:720,undef,yes
974,partial,Select:720,values,yes
975,partial,Select:727,poison,yes
976,partial,Select:727,undef,yes
977,partial,Select:727,values,yes
978,partial,Select:728,poison,yes
979,partial,Select:728,undef,yes
980,partial,Select:728,values,yes
981,partial,Select:740,poison,yes
982,partial,Select:740,undef,yes
983,partial,Select:740,values,yes
984,partial,Select:741,poison,yes
985,partial,Select:741,undef,yes
986,partial,Select:741,values,yes
987,partial,Select:746,poison,yes
988,partial,Select:746,undef,yes
989,partial,Select:746,values,yes
990,partial,Select:747,poison,yes
991,partial,Select:747,undef,yes
992,partial,Select:747,values,yes
993,partial,muldivrem:152,poison,yes
994,partial,muldivrem:152,undef,yes
995,partial,muldivrem:152,values,yes
996,partial,muldivrem:229,poison,yes
997,partial,muldivrem:229,undef,yes
998,partial,muldivrem:229,values,no
999,partial,muldivrem:239,poison,yes
1000,partial,muldivrem:239,undef,yes
1001,partial,muldivrem:239,values,no
1002,partial,muldivrem:290:292,poison,yes
1003,partial,muldivrem:290:292,undef,yes
1004,partial,muldivrem:290:292,values,yes
1005,partial,muldivrem:876,poison,yes
1006,partial,muldivrem:876,undef,yes
1007,partial,muldivrem:876,values,no
1008,qf,AddSub:1040,poison,yes
1009,qf,AddSub:1040,undef,yes
1010,qf,AddSub:1040,values,no
1011,qf,AddSub:1043,poison,yes
1012,qf,AddSub:1043,undef,yes
1013,qf,AddSub:1043,values,no
1014,qf,AddSub:1164,poison,yes
1015,qf,AddSub:1164,undef,yes
1016,qf,AddSub:1164,values,yes
1017,qf,AddSub:1165,poison,yes
1018,qf,AddSub:1165,undef,yes
1019,qf,AddSub:1165,values,yes
1020,qf,AddSub:1176,poison,yes
1021,qf,AddSub:1176,undef,yes
1022,qf,AddSub:1176,values,yes
1023,qf,AddSub:1202,poison,yes
1024,qf,AddSub:1202,undef,yes
1025,qf,AddSub:1202,values,no
1026,qf,AddSub:1295,poison,yes
1027,qf,AddSub:1295,undef,yes
1028,qf,AddSub:1295,values,no
1029,qf,AddSub:1539-2,poison,yes
1030,qf,AddSub:1539-2,undef,yes
1031,qf,AddSub:1539-2,values,yes
1032,qf,AddSub:1560,poison,yes
1033,qf,AddSub:1560,undef,yes
1034,qf,AddSub:1560,values,no
1035,qf,AddSub:1564,poison,yes
1036,qf,AddSub:1564,undef,yes
1037,qf,AddSub:1564,values,no
1038,qf,AddSub:1574,poison,yes
1039,qf,AddSub:1574,undef,yes
1040,qf,AddSub:1574,values,yes
1041,qf,AddSub:1599,poison,yes
1042,qf,AddSub:1599,undef,yes
1043,qf,AddSub:1599,values,no
1044,qf,AddSub:1604,poison,yes
1045,qf,AddSub:1604,undef,yes
1046,qf,AddSub:1604,values,no
1047,qf,AddSub:1614,poison,yes
1048,qf,AddSub:1614,undef,yes
1049,qf,AddSub:1614,values,yes
1050,qf,AddSub:1619,poison,yes
1051,qf,AddSub:1619,undef,yes
1052,qf,AddSub:1619,values,yes
1053,qf,AddSub:1624,poison,yes
1054,qf,AddSub:1624,undef,yes
1055,qf,AddSub:1624,values,no
1056,qf,AndOrXor:1006,poison,yes
1057,qf,AndOrXor:1006,undef,yes
1058,qf,AndOrXor:1006,values,yes
1059,qf,AndOrXor:1007,poison,yes
1060,qf,AndOrXor:1007,undef,yes
1061,qf,AndOrXor:1007,values,yes
1062,qf,AndOrXor:1012,poison,yes
1063,qf,AndOrXor:1012,undef,yes
1064,qf,AndOrXor:1012,values,yes
1065,qf,AndOrXor:1288,poison,yes
1066,qf,AndOrXor:1288,undef,yes
1067,qf,AndOrXor:1288,values,no
1068,qf,AndOrXor:135,poison,yes
1069,qf,AndOrXor:135,undef,yes
1070,qf,AndOrXor:135,values,no
1071,qf,AndOrXor:144,poison,yes
1072,qf,AndOrXor:144,undef,yes
1073,qf,AndOrXor:144,values,no
1074,qf,AndOrXor:151,poison,yes
1075,qf,AndOrXor:151,undef,yes
1076,qf,AndOrXor:151,values,no
1077,qf,AndOrXor:1683-1,poison,yes
1078,qf,AndOrXor:1683-1,undef,yes
1079,qf,AndOrXor:1683-1,values,yes
1080,qf,AndOrXor:1683-2,poison,yes
1081,qf,AndOrXor:1683-2,undef,yes
1082,qf,AndOrXor:1683-2,values,yes
1083,qf,AndOrXor:1704,poison,yes
1084,qf,AndOrXor:1704,undef,yes
1085,qf,AndOrXor:1704,values,yes
1086,qf,AndOrXor:1705,poison,yes
1087,qf,AndOrXor:1705,undef,yes
1088,qf,AndOrXor:1705,values,yes
1089,qf,AndOrXor:1733,poison,yes
1090,qf,AndOrXor:1733,undef,yes
1091,qf,AndOrXor:1733,values,no
1092,qf,AndOrXor:1740,poison,yes
1093,qf,AndOrXor:1740,undef,yes
1094,qf,AndOrXor:1740,values,yes
1095,qf,AndOrXor:1795,poison,yes
1096,qf,AndOrXor:1795,undef,yes
1097,qf,AndOrXor:1795,values,no
1098,qf,AndOrXor:1818,poison,yes
1099,qf,AndOrXor:1818,undef,yes
1100,qf,AndOrXor:1818,values,yes
1101,qf,AndOrXor:1819,poison,yes
1102,qf,AndOrXor:1819,undef,yes
1103,qf,AndOrXor:1819,values,yes
1104,qf,AndOrXor:1820,poison,yes
1105,qf,AndOrXor:1820,undef,yes
1106,qf,AndOrXor:1820,values,yes
1107,qf,AndOrXor:1827,poison,yes
1108,qf,AndOrXor:1827,undef,yes
1109,qf,AndOrXor:1827,values,yes
1110,qf,AndOrXor:1828,poison,yes
1111,qf,AndOrXor:1828,undef,yes
1112,qf,AndOrXor:1828,values,yes
1113,qf,AndOrXor:1829,poison,yes
1114,qf,AndOrXor:1829,undef,yes
1115,qf,AndOrXor:1829,values,yes
1116,qf,AndOrXor:1831,poison,yes
1117,qf,AndOrXor:1831,undef,yes
1118,qf,AndOrXor:1831,values,yes
1119,qf,AndOrXor:1832,poison,yes
1120,qf,AndOrXor:1832,undef,yes
1121,qf,AndOrXor:1832,values,yes
1122,qf,AndOrXor:1833,poison,yes
1123,qf,AndOrXor:1833,undef,yes
1124,qf,AndOrXor:1833,values,yes
1125,qf,AndOrXor:1844,poison,yes
1126,qf,AndOrXor:1844,undef,yes
1127,qf,AndOrXor:1844,values,yes
1128,qf,AndOrXor:1849,poison,yes
1129,qf,AndOrXor:1849,undef,yes
1130,qf,AndOrXor:1849,values,yes
1131,qf,AndOrXor:1850,poison,yes
1132,qf,AndOrXor:1850,undef,yes
1133,qf,AndOrXor:1850,values,yes
1134,qf,AndOrXor:1864,poison,yes
1135,qf,AndOrXor:1864,undef,yes
1136,qf,AndOrXor:1864,values,no
1137,qf,AndOrXor:1869,poison,yes
1138,qf,AndOrXor:1869,undef,yes
1139,qf,AndOrXor:1869,values,yes
1140,qf,AndOrXor:1870,poison,yes
1141,qf,AndOrXor:1870,undef,yes
1142,qf,AndOrXor:1870,values,yes
1143,qf,AndOrXor:1879,poison,yes
1144,qf,AndOrXor:1879,undef,yes
1145,qf,AndOrXor:1879,values,yes
1146,qf,AndOrXor:1880,poison,yes
1147,qf,AndOrXor:1880,undef,yes
1148,qf,AndOrXor:1880,values,yes
1149,qf,AndOrXor:1884,poison,yes
1150,qf,AndOrXor:1884,undef,yes
1151,qf,AndOrXor:1884,values,yes
1152,qf,AndOrXor:1885,poison,yes
1153,qf,AndOrXor:1885,undef,yes
1154,qf,AndOrXor:1885,values,yes
1155,qf,AndOrXor:1894,poison,yes
1156,qf,AndOrXor:1894,undef,yes
1157,qf,AndOrXor:1894,values,yes
1158,qf,AndOrXor:1895,poison,yes
1159,qf,AndOrXor:1895,undef,yes
1160,qf,AndOrXor:1895,values,yes
1161,qf,AndOrXor:1899,poison,yes
1162,qf,AndOrXor:1899,undef,yes
1163,qf,AndOrXor:1899,values,yes
1164,qf,AndOrXor:1900,poison,yes
1165,qf,AndOrXor:1900,undef,yes
1166,qf,AndOrXor:1900,values,yes
1167,qf,AndOrXor:1979,poison,yes
1168,qf,AndOrXor:1979,undef,yes
1169,qf,AndOrXor:1979,values,no
1170,qf,AndOrXor:2008,poison,yes
1171,qf,AndOrXor:2008,undef,yes
1172,qf,AndOrXor:2008,values,no
1173,qf,AndOrXor:210,poison,yes
1174,qf,AndOrXor:210,undef,yes
1175,qf,AndOrXor:210,values,no
1176,qf,AndOrXor:2113,poison,yes
1177,qf,AndOrXor:2113,undef,yes
1178,qf,AndOrXor:2113,values,no
1179,qf,AndOrXor:2118,poison,yes
1180,qf,AndOrXor:2118,undef,yes
1181,qf,AndOrXor:2118,values,no
1182,qf,AndOrXor:2123,poison,yes
1183,qf,AndOrXor:2123,undef,yes
1184,qf,AndOrXor:2123,values,no
1185,qf,AndOrXor:2160,poison,yes
1186,qf,AndOrXor:2160,undef,yes
1187,qf,AndOrXor:2160,values,no
1188,qf,AndOrXor:2188,poison,yes
1189,qf,AndOrXor:2188,undef,yes
1190,qf,AndOrXor:2188,values,no
1191,qf,AndOrXor:2243,poison,yes
1192,qf,AndOrXor:2243,undef,yes
1193,qf,AndOrXor:2243,values,no
1194,qf,AndOrXor:2247,poison,yes
1195,qf,AndOrXor:2247,undef,yes
1196,qf,AndOrXor:2247,values,no
1197,qf,AndOrXor:2263,poison,yes
1198,qf,AndOrXor:2263,undef,yes
1199,qf,AndOrXor:2263,values,no
1200,qf,AndOrXor:2264,poison,yes
1201,qf,AndOrXor:2264,undef,yes
1202,qf,AndOrXor:2264,values,no
1203,qf,AndOrXor:2265,poison,yes
1204,qf,AndOrXor:2265,undef,yes
1205,qf,AndOrXor:2265,values,no
1206,qf,AndOrXor:2284,poison,yes
1207,qf,AndOrXor:2284,undef,yes
1208,qf,AndOrXor:2284,values,no
1209,qf,AndOrXor:2285,poison,yes
1210,qf,AndOrXor:2285,undef,yes
1211,qf,AndOrXor:2285,values,no
1212,qf,AndOrXor:2297,poison,yes
1213,qf,AndOrXor:2297,undef,yes
1214,qf,AndOrXor:2297,values,no
1215,qf,AndOrXor:230,poison,yes
1216,qf,AndOrXor:230,undef,yes
1217,qf,AndOrXor:230,values,no
1218,qf,AndOrXor:2367,poison,yes
1219,qf,AndOrXor:2367,undef,yes
1220,qf,AndOrXor:2367,values,no
1221,qf,AndOrXor:2416,poison,yes
1222,qf,AndOrXor:2416,undef,yes
1223,qf,AndOrXor:2416,values,no
1224,qf,AndOrXor:2417,poison,yes
1225,qf,AndOrXor:2417,undef,yes
1226,qf,AndOrXor:2417,values,no
1227,qf,AndOrXor:2429,poison,yes
1228,qf,AndOrXor:2429,undef,yes
1229,qf,AndOrXor:2429,values,no
1230,qf,AndOrXor:2430,poison,yes
1231,qf,AndOrXor:2430,undef,yes
1232,qf,AndOrXor:2430,values,no
1233,qf,AndOrXor:2443,poison,yes
1234,qf,AndOrXor:2443,undef,yes
1235,qf,AndOrXor:2443,values,no
1236,qf,AndOrXor:2453,poison,yes
1237,qf,AndOrXor:2453,undef,yes
1238,qf,AndOrXor:2453,values,yes
1239,qf,AndOrXor:2475,poison,yes
1240,qf,AndOrXor:2475,undef,yes
1241,qf,AndOrXor:2475,values,no
1242,qf,AndOrXor:2486,poison,yes
1243,qf,AndOrXor:2486,undef,yes
1244,qf,AndOrXor:2486,values,no
1245,qf,AndOrXor:2595,poison,yes
1246,qf,AndOrXor:2595,undef,yes
1247,qf,AndOrXor:2595,values,no
1248,qf,AndOrXor:2607,poison,yes
1249,qf,AndOrXor:2607,undef,yes
1250,qf,AndOrXor:2607,values,no
1251,qf,AndOrXor:2617,poison,yes
1252,qf,AndOrXor:2617,undef,yes
1253,qf,AndOrXor:2617,values,no
1254,qf,AndOrXor:2627,poison,yes
1255,qf,AndOrXor:2627,undef,yes
1256,qf,AndOrXor:2627,values,no
1257,qf,AndOrXor:2647,poison,yes
1258,qf,AndOrXor:2647,undef,yes
1259,qf,AndOrXor:2647,values,no
1260,qf,AndOrXor:2658,poison,yes
1261,qf,AndOrXor:2658,undef,yes
1262,qf,AndOrXor:2658,values,no
1263,qf,AndOrXor:2663,poison,yes
1264,qf,AndOrXor:2663,undef,yes
1265,qf,AndOrXor:2663,values,yes
1266,qf,AndOrXor:270,poison,yes
1267,qf,AndOrXor:270,undef,yes
1268,qf,AndOrXor:270,values,yes
1269,qf,AndOrXor:273,poison,yes
1270,qf,AndOrXor:273,undef,yes
1271,qf,AndOrXor:273,values,no
1272,qf,AndOrXor:280,poison,yes
1273,qf,AndOrXor:280,undef,yes
1274,qf,AndOrXor:280,values,yes
1275,qf,AndOrXor:287,poison,yes
1276,qf,AndOrXor:287,undef,yes
1277,qf,AndOrXor:287,values,yes
1278,qf,AndOrXor:290,poison,yes
1279,qf,AndOrXor:290,undef,yes
1280,qf,AndOrXor:290,values,no
1281,qf,AndOrXor:298,poison,yes
1282,qf,AndOrXor:298,undef,yes
1283,qf,AndOrXor:298,values,yes
1284,qf,AndOrXor:363,poison,yes
1285,qf,AndOrXor:363,undef,yes
1286,qf,AndOrXor:363,values,no
1287,qf,AndOrXor:364,poison,yes
1288,qf,AndOrXor:364,undef,yes
1289,qf,AndOrXor:364,values,no
1290,qf,AndOrXor:516,poison,yes
1291,qf,AndOrXor:516,undef,yes
1292,qf,AndOrXor:516,values,no
1293,qf,AndOrXor:523,poison,yes
1294,qf,AndOrXor:523,undef,yes
1295,qf,AndOrXor:523,values,no
1296,qf,AndOrXor:530,poison,yes
1297,qf,AndOrXor:530,undef,yes
1298,qf,AndOrXor:530,values,no
1299,qf,AndOrXor:537,poison,yes
1300,qf,AndOrXor:537,undef,yes
1301,qf,AndOrXor:537,values,no
1302,qf,AndOrXor:698,poison,yes
1303,qf,AndOrXor:698,undef,yes
1304,qf,AndOrXor:698,values,no
1305,qf,AndOrXor:709,poison,yes
1306,qf,AndOrXor:709,undef,yes
1307,qf,AndOrXor:709,values,no
1308,qf,AndOrXor:716,poison,yes
1309,qf,AndOrXor:716,undef,yes
1310,qf,AndOrXor:716,values,no
1311,qf,AndOrXor:732-1,poison,yes
1312,qf,AndOrXor:732-1,undef,yes
1313,qf,AndOrXor:732-1,values,no
1314,qf,AndOrXor:732-2,poison,yes
1315,qf,AndOrXor:732-2,undef,yes
1316,qf,AndOrXor:732-2,values,no
1317,qf,AndOrXor:745,poison,yes
1318,qf,AndOrXor:745,undef,yes
1319,qf,AndOrXor:745,values,no
1320,qf,AndOrXor:757,poison,yes
1321,qf,AndOrXor:757,undef,yes
1322,qf,AndOrXor:757,values,no
1323,qf,AndOrXor:794,poison,yes
1324,qf,AndOrXor:794,undef,yes
1325,qf,AndOrXor:794,values,yes
1326,qf,AndOrXor:819,poison,yes
1327,qf,AndOrXor:819,undef,yes
1328,qf,AndOrXor:819,values,no
1329,qf,AndOrXor:827,poison,yes
1330,qf,AndOrXor:827,undef,yes
1331,qf,AndOrXor:827,values,no
1332,qf,AndOrXor:887-1,poison,yes
1333,qf,AndOrXor:887-1,undef,yes
1334,qf,AndOrXor:887-1,values,yes
1335,qf,AndOrXor:887-2,poison,yes
1336,qf,AndOrXor:887-2,undef,yes
1337,qf,AndOrXor:887-2,values,yes
1338,qf,AndOrXor:922,poison,yes
1339,qf,AndOrXor:922,undef,yes
1340,qf,AndOrXor:922,values,yes
1341,qf,AndOrXor:923,poison,yes
1342,qf,AndOrXor:923,undef,yes
1343,qf,AndOrXor:923,values,yes
1344,qf,AndOrXor:924,poison,yes
1345,qf,AndOrXor:924,undef,yes
1346,qf,AndOrXor:924,values,yes
1347,qf,AndOrXor:931,poison,yes
1348,qf,AndOrXor:931,undef,yes
1349,qf,AndOrXor:931,values,yes
1350,qf,AndOrXor:937,poison,yes
1351,qf,AndOrXor:937,undef,yes
1352,qf,AndOrXor:937,values,yes
1353,qf,AndOrXor:940,poison,yes
1354,qf,AndOrXor:940,undef,yes
1355,qf,AndOrXor:940,values,yes
1356,qf,AndOrXor:941,poison,yes
1357,qf,AndOrXor:941,undef,yes
1358,qf,AndOrXor:941,values,yes
1359,qf,AndOrXor:942,poison,yes
1360,qf,AndOrXor:942,undef,yes
1361,qf,AndOrXor:942,values,yes
1362,qf,AndOrXor:949,poison,yes
1363,qf,AndOrXor:949,undef,yes
1364,qf,AndOrXor:949,values,yes
1365,qf,AndOrXor:961,poison,yes
1366,qf,AndOrXor:961,undef,yes
1367,qf,AndOrXor:961,values,yes
1368,qf,AndOrXor:962,poison,yes
1369,qf,AndOrXor:962,undef,yes
1370,qf,AndOrXor:962,values,yes
1371,qf,AndOrXor:966,poison,yes
1372,qf,AndOrXor:966,undef,yes
1373,qf,AndOrXor:966,values,yes
1374,qf,AndOrXor:967,poison,yes
1375,qf,AndOrXor:967,undef,yes
1376,qf,AndOrXor:967,values,yes
1377,qf,AndOrXor:978,poison,yes
1378,qf,AndOrXor:978,undef,yes
1379,qf,AndOrXor:978,values,yes
1380,qf,AndOrXor:979,poison,yes
1381,qf,AndOrXor:979,undef,yes
1382,qf,AndOrXor:979,values,yes
1383,qf,AndOrXor:988,poison,yes
1384,qf,AndOrXor:988,undef,yes
1385,qf,AndOrXor:988,values,yes
1386,qf,AndOrXor:989,poison,yes
1387,qf,AndOrXor:989,undef,yes
1388,qf,AndOrXor:989,values,yes
1389,qf,AndOrXor:994,poison,yes
1390,qf,AndOrXor:994,undef,yes
1391,qf,AndOrXor:994,values,yes
1392,qf,InstCombineShift239,poison,yes
1393,qf,InstCombineShift239,undef,yes
1394,qf,InstCombineShift239,values,no
1395,qf,InstCombineShift279,poison,yes
1396,qf,InstCombineShift279,undef,yes
1397,qf,InstCombineShift279,values,no
1398,qf,InstCombineShift440,poison,yes
1399,qf,InstCombineShift440,undef,yes
1400,qf,InstCombineShift440,values,no
1401,qf,InstCombineShift476,poison,yes
1402,qf,InstCombineShift476,undef,yes
1403,qf,InstCombineShift476,values,no
1404,qf,InstCombineShift497a,poison,yes
1405,qf,InstCombineShift497a,undef,yes
1406,qf,InstCombineShift497a,values,no
1407,qf,InstCombineShift497b,poison,yes
1408,qf,InstCombineShift497b,undef,yes
1409,qf,InstCombineShift497b,values,no
1410,qf,InstCombineShift497c,poison,yes
1411,qf,InstCombineShift497c,undef,yes
1412,qf,InstCombineShift497c,values,no
1413,qf,InstCombineShift497d,poison,yes
1414,qf,InstCombineShift497d,undef,yes
1415,qf,InstCombineShift497d,values,no
1416,qf,InstCombineShift582,poison,yes
1417,qf,InstCombineShift582,undef,yes
1418,qf,InstCombineShift582,values,no
1419,qf,Select:1100,poison,yes
1420,qf,Select:1100,undef,yes
1421,qf,Select:1100,values,yes
1422,qf,Select:1105,poison,yes
1423,qf,Select:1105,undef,yes
1424,qf,Select:1105,values,yes
1425,qf,Select:420,poison,yes
1426,qf,Select:420,undef,yes
1427,qf,Select:420,values,no
1428,qf,Select:423,poison,yes
1429,qf,Select:423,undef,yes
1430,qf,Select:423,values,no
1431,qf,Select:427,poison,yes
1432,qf,Select:427,undef,yes
1433,qf,Select:427,values,no
1434,qf,Select:430,poison,yes
1435,qf,Select:430,undef,yes
