filename,cvc4,cvc4 --nl-ext-tplanes,cvc4 --nl-ext-tplanes --fmf-fun-rlv,cvc4 --nl-ext-tplanes --cbqi-all,cvc4 --cbqi-all,cvc4 --fmf-fun-rlv,z3
full_AndOrXor:1705_undef_9.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_AndOrXor:967_values_0.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_AndOrXor:1833_undef_0.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_AndOrXor:732-1_poison_0.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_AndOrXor:2123_undef_20.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_AndOrXor:924_values_0.smt2,unknown,unsat,timeout,unsat,timeout,timeout,unsat
full_AddSub:1176_undef_33.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_AndOrXor:280_poison_5.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_AndOrXor:2247_undef_19.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_AndOrXor:2263_undef_31.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_AndOrXor:1827_values_0.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_AndOrXor:979_poison_0.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_AndOrXor:2617_values_0.smt2,unknown,unknown,timeout,timeout,timeout,timeout,timeout
full_AndOrXor:290_poison_2.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_AndOrXor:135_values_0.smt2,unknown,unknown,timeout,timeout,timeout,timeout,timeout
full_AndOrXor:1832_values_0.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_AndOrXor:940_undef_0.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_AndOrXor:1979_values_0.smt2,unknown,unknown,timeout,timeout,timeout,timeout,timeout
full_AndOrXor:2658_poison_52.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_AndOrXor:210_values_0.smt2,unknown,unknown,timeout,timeout,timeout,timeout,timeout
full_AndOrXor:937_undef_0.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_InstCombineShift279_values_0.smt2,unknown,unknown,timeout,timeout,timeout,timeout,timeout
full_AndOrXor:1012_values_0.smt2,unknown,unknown,timeout,timeout,timeout,timeout,timeout
full_AndOrXor:290_values_2.smt2,timeout,timeout,timeout,timeout,timeout,timeout,timeout
full_AndOrXor:2113_values_0.smt2,unknown,unknown,timeout,timeout,timeout,timeout,timeout
full_AddSub:1164_undef_37.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_AndOrXor:937_poison_0.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_AndOrXor:1006_values_0.smt2,unknown,unsat,timeout,timeout,timeout,timeout,unsat
full_AddSub:1539-2_undef_46.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_AndOrXor:1832_poison_0.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_AndOrXor:2243_undef_35.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_AndOrXor:1849_poison_0.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_AddSub:1539-2_poison_56.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_AndOrXor:537_undef_0.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_AndOrXor:2265_values_0.smt2,unknown,unknown,timeout,timeout,timeout,timeout,timeout
full_AndOrXor:887-1_poison_0.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_AndOrXor:280_undef_5.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_AndOrXor:988_values_0.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_AndOrXor:923_undef_0.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_AndOrXor:2647_poison_49.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_AndOrXor:949_poison_7.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_muldivrem:239_poison_62.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_AndOrXor:2247_poison_42.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_AndOrXor:210_undef_0.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_AndOrXor:1885_poison_0.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_InstCombineShift239_values_0.smt2,unknown,unknown,timeout,timeout,timeout,timeout,timeout
full_AndOrXor:2367_poison_43.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_AndOrXor:2647_undef_13.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_muldivrem:229_poison_11.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_AndOrXor:2118_undef_62.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_AndOrXor:1880_values_0.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_AndOrXor:1900_values_0.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_AndOrXor:1740_values_0.smt2,unsat,unsat,timeout,unsat,unsat,timeout,timeout
full_AddSub:1539-2_values_0.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_AndOrXor:1849_undef_0.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_AddSub:1560_undef_45.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_AndOrXor:1831_undef_0.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_AndOrXor:287_undef_0.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_AndOrXor:962_poison_0.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_AndOrXor:1900_poison_0.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_AndOrXor:1795_undef_0.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_muldivrem:290:292_undef_0.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_InstCombineShift279_poison_0.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_AndOrXor:1828_poison_0.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_AndOrXor:2297_poison_8.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_AndOrXor:1683-1_poison_117.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_AndOrXor:2263_values_0.smt2,unknown,unknown,timeout,timeout,timeout,timeout,timeout
full_AndOrXor:2663_undef_124.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_AndOrXor:1795_values_0.smt2,unknown,unknown,timeout,timeout,timeout,timeout,timeout
full_AndOrXor:2475_undef_43.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_AndOrXor:2264_poison_32.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_AndOrXor:2417_undef_38.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_AndOrXor:924_poison_0.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_AndOrXor:210_poison_0.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_AndOrXor:1006_undef_0.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_AndOrXor:698_poison_47.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_AndOrXor:2607_undef_2.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_InstCombineShift476_undef_0.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_AndOrXor:2008_poison_0.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_AndOrXor:794_values_120.smt2,unknown,unsat,timeout,unsat,timeout,timeout,unsat
full_muldivrem:876_values_0.smt2,unknown,unknown,timeout,timeout,timeout,timeout,timeout
full_AndOrXor:961_poison_0.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_InstCombineShift279_undef_0.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_AndOrXor:1683-2_values_126.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_AndOrXor:1864_poison_0.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_AndOrXor:1850_values_0.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_AndOrXor:2443_values_0.smt2,unknown,unknown,timeout,timeout,timeout,timeout,timeout
full_AddSub:1295_values_0.smt2,unknown,unknown,timeout,timeout,timeout,timeout,timeout
full_AndOrXor:709_values_0.smt2,unknown,unknown,timeout,timeout,timeout,timeout,timeout
full_muldivrem:152_undef_49.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_AndOrXor:2188_poison_61.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_AndOrXor:1844_poison_0.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_AndOrXor:1895_poison_0.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_AndOrXor:1740_undef_0.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_AndOrXor:757_undef_0.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_AndOrXor:2486_undef_49.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_AndOrXor:1899_values_0.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_AndOrXor:1705_values_0.smt2,unsat,unsat,timeout,unsat,unsat,timeout,unsat
full_AndOrXor:1979_undef_0.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_AndOrXor:2160_poison_0.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_AddSub:1165_poison_62.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_AndOrXor:966_values_0.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_AndOrXor:1683-2_poison_23.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_AndOrXor:144_undef_12.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_AddSub:1619_undef_43.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_AndOrXor:941_values_0.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_AndOrXor:732-2_undef_0.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_AndOrXor:1844_values_0.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_InstCombineShift497b_values_0.smt2,unknown,unknown,timeout,timeout,timeout,timeout,timeout
full_AndOrXor:1869_values_0.smt2,unknown,unsat,timeout,unsat,timeout,timeout,unsat
full_AndOrXor:827_poison_15.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_AndOrXor:2417_values_0.smt2,unknown,unknown,timeout,timeout,timeout,timeout,timeout
full_AndOrXor:151_poison_0.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_AndOrXor:2486_poison_27.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_AndOrXor:1899_undef_0.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_AndOrXor:757_poison_0.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_muldivrem:290:292_poison_0.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_AndOrXor:2475_poison_8.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_AddSub:1176_poison_46.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_muldivrem:152_values_0.smt2,unsat,unsat,timeout,unsat,unsat,timeout,unknown
full_AndOrXor:2617_undef_53.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_AndOrXor:922_undef_0.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_InstCombineShift497a_values_0.smt2,unknown,unknown,timeout,timeout,timeout,timeout,timeout
full_AndOrXor:1007_poison_0.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_AndOrXor:1288_poison_21.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_AndOrXor:887-2_values_0.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_InstCombineShift497d_values_0.smt2,timeout,timeout,timeout,timeout,timeout,timeout,timeout
full_InstCombineShift497b_poison_0.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_AndOrXor:2188_undef_56.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_AndOrXor:2284_values_0.smt2,unknown,unknown,timeout,timeout,timeout,timeout,timeout
full_AndOrXor:827_values_0.smt2,unknown,unknown,timeout,timeout,timeout,timeout,timeout
full_AndOrXor:1850_poison_0.smt2,unsat,unsat,unsat,unsat,unsat,unsat,unsat
full_AndOrXor:937_values_0.smt2,unknown,unknown,timeout,timeout,timeout,timeout,timeout
full_AndOrXor:298_values_0.smt2,unknown,unknown,timeout,timeout,timeout,timeout,timeout
full_AndOrXor:2118_values_0.smt2,unknown,unknown,timeout,timeout,timeout,timeout,
full_AndOrXor:2123_values_0.smt2,unknown,unknown,timeout,timeout,timeout,timeout,timeout
full_AndOrXor:732-2_values_0.smt2,unknown,unknown,timeout,timeout,timeout,timeout,timeout
full_InstCombineShift476_values_0.smt2,unknown,unknown,timeout,timeout,timeout,timeout,timeout
full_AndOrXor:757_values_0.smt2,unknown,unknown,timeout,timeout,timeout,timeout,timeout
full_AndOrXor:1864_values_0.smt2,unknown,unknown,timeout,timeout,timeout,timeout,timeout
full_AndOrXor:363_values_6.smt2,timeout,timeout,timeout,timeout,timeout,timeout,timeout
full_muldivrem:229_values_0.smt2,unknown,timeout,timeout,timeout,timeout,timeout,timeout
full_AndOrXor:230_values_0.smt2,unknown,unknown,timeout,timeout,timeout,timeout,timeout
full_AddSub:1604_values_0.smt2,unknown,unknown,timeout,timeout,timeout,timeout,timeout
full_muldivrem:239_values_0.smt2,unknown,timeout,timeout,timeout,timeout,timeout,timeout
full_AndOrXor:2429_values_0.smt2,unknown,unknown,timeout,timeout,timeout,timeout,timeout
full_AndOrXor:2607_values_0.smt2,unknown,unknown,timeout,timeout,timeout,timeout,timeout
